x,y,z,row,col
-1010.36,0.00,-1495.66,0,1
-981.11,0.00,-1495.87,0,2
-951.87,0.00,-1496.08,0,3
-922.62,0.00,-1496.29,0,4
-893.38,0.00,-1496.50,0,5
-864.13,0.00,-1496.72,0,6
-834.88,0.00,-1496.93,0,7
-805.64,0.00,-1497.14,0,8
-776.39,0.00,-1497.35,0,9
-747.15,0.00,-1497.56,0,10
-717.90,0.00,-1497.78,0,11
-688.66,0.00,-1497.99,0,12
-659.41,0.00,-1498.20,0,13
-630.17,0.00,-1498.41,0,14
-600.92,0.00,-1498.62,0,15
-571.68,0.00,-1498.84,0,16
-542.43,0.00,-1499.05,0,17
-513.18,0.00,-1499.26,0,18
-483.94,0.00,-1499.47,0,19
-454.69,0.00,-1499.69,0,20
-425.45,0.00,-1499.90,0,21
-396.20,0.00,-1500.11,0,22
-366.96,0.00,-1500.32,0,23
-337.71,0.00,-1500.54,0,24
-308.47,0.00,-1500.75,0,25
-279.22,0.00,-1500.96,0,26
-249.97,0.00,-1501.17,0,27
-220.73,0.00,-1501.39,0,28
-191.48,0.00,-1501.60,0,29
-162.24,0.00,-1501.81,0,30
-132.99,0.00,-1502.02,0,31
-103.75,0.00,-1502.24,0,32
-74.50,0.00,-1502.45,0,33
-45.26,0.00,-1502.66,0,34
-16.01,0.00,-1502.88,0,35
13.24,0.00,-1503.09,0,36
42.48,0.00,-1503.30,0,37
71.73,0.00,-1503.51,0,38
100.97,0.00,-1503.73,0,39
130.22,0.00,-1503.94,0,40
159.46,0.00,-1504.15,0,41
188.71,0.00,-1504.37,0,42
217.96,0.00,-1504.58,0,43
247.20,0.00,-1504.79,0,44
276.45,0.00,-1505.01,0,45
305.69,0.00,-1505.22,0,46
334.94,0.00,-1505.43,0,47
364.18,0.00,-1505.64,0,48
393.43,0.00,-1505.86,0,49
422.67,0.00,-1506.07,0,50
451.92,0.00,-1506.28,0,51
481.17,0.00,-1506.50,0,52
510.41,0.00,-1506.71,0,53
539.66,0.00,-1506.93,0,54
568.90,0.00,-1507.14,0,55
598.15,0.00,-1507.35,0,56
627.39,0.00,-1507.57,0,57
656.64,0.00,-1507.78,0,58
685.89,0.00,-1507.99,0,59
715.13,0.00,-1508.21,0,60
744.38,0.00,-1508.42,0,61
773.62,0.00,-1508.63,0,62
802.87,0.00,-1508.85,0,63
832.11,0.00,-1509.06,0,64
861.36,0.00,-1509.27,0,65
890.61,0.00,-1509.49,0,66
919.85,0.00,-1509.70,0,67
949.10,0.00,-1509.92,0,68
978.34,0.00,-1510.13,0,69
1007.59,0.00,-1510.34,0,70
-1010.14,0.00,-1465.84,1,1
-980.90,0.00,-1466.05,1,2
-951.65,0.00,-1466.26,1,3
-922.41,0.00,-1466.48,1,4
-893.16,0.00,-1466.69,1,5
-863.91,0.00,-1466.90,1,6
-834.67,0.00,-1467.11,1,7
-805.42,0.00,-1467.32,1,8
-776.18,0.00,-1467.54,1,9
-746.93,0.00,-1467.75,1,10
-717.69,0.00,-1467.96,1,11
-688.44,0.00,-1468.17,1,12
-659.20,0.00,-1468.38,1,13
-629.95,0.00,-1468.60,1,14
-600.70,0.00,-1468.81,1,15
-571.46,0.00,-1469.02,1,16
-542.21,0.00,-1469.23,1,17
-512.97,0.00,-1469.44,1,18
-483.72,0.00,-1469.66,1,19
-454.48,0.00,-1469.87,1,20
-425.23,0.00,-1470.08,1,21
-395.99,0.00,-1470.29,1,22
-366.74,0.00,-1470.51,1,23
-337.49,0.00,-1470.72,1,24
-308.25,0.00,-1470.93,1,25
-279.00,0.00,-1471.14,1,26
-249.76,0.00,-1471.36,1,27
-220.51,0.00,-1471.57,1,28
-191.27,0.00,-1471.78,1,29
-162.02,0.00,-1471.99,1,30
-132.78,0.00,-1472.21,1,31
-103.53,0.00,-1472.42,1,32
-74.28,0.00,-1472.63,1,33
-45.04,0.00,-1472.85,1,34
-15.79,0.00,-1473.06,1,35
13.45,0.00,-1473.27,1,36
42.70,0.00,-1473.48,1,37
71.94,0.00,-1473.70,1,38
101.19,0.00,-1473.91,1,39
130.44,0.00,-1474.12,1,40
159.68,0.00,-1474.34,1,41
188.93,0.00,-1474.55,1,42
218.17,0.00,-1474.76,1,43
247.42,0.00,-1474.98,1,44
276.66,0.00,-1475.19,1,45
305.91,0.00,-1475.40,1,46
335.16,0.00,-1475.62,1,47
364.40,0.00,-1475.83,1,48
393.65,0.00,-1476.04,1,49
422.89,0.00,-1476.25,1,50
452.14,0.00,-1476.47,1,51
481.38,0.00,-1476.68,1,52
510.63,0.00,-1476.90,1,53
539.88,0.00,-1477.11,1,54
569.12,0.00,-1477.32,1,55
598.37,0.00,-1477.54,1,56
627.61,0.00,-1477.75,1,57
656.86,0.00,-1477.96,1,58
686.10,0.00,-1478.18,1,59
715.35,0.00,-1478.39,1,60
744.60,0.00,-1478.60,1,61
773.84,0.00,-1478.82,1,62
803.09,0.00,-1479.03,1,63
832.33,0.00,-1479.24,1,64
861.58,0.00,-1479.46,1,65
890.82,0.00,-1479.67,1,66
920.07,0.00,-1479.89,1,67
949.32,0.00,-1480.10,1,68
978.56,0.00,-1480.31,1,69
1007.81,0.00,-1480.53,1,70
-1009.93,0.00,-1436.02,2,1
-980.68,0.00,-1436.24,2,2
-951.43,0.00,-1436.45,2,3
-922.19,0.00,-1436.66,2,4
-892.94,0.00,-1436.87,2,5
-863.70,0.00,-1437.08,2,6
-834.45,0.00,-1437.29,2,7
-805.21,0.00,-1437.51,2,8
-775.96,0.00,-1437.72,2,9
-746.72,0.00,-1437.93,2,10
-717.47,0.00,-1438.14,2,11
-688.22,0.00,-1438.35,2,12
-658.98,0.00,-1438.57,2,13
-629.73,0.00,-1438.78,2,14
-600.49,0.00,-1438.99,2,15
-571.24,0.00,-1439.20,2,16
-542.00,0.00,-1439.42,2,17
-512.75,0.00,-1439.63,2,18
-483.51,0.00,-1439.84,2,19
-454.26,0.00,-1440.05,2,20
