x,y,z,row,col
-514.41,0.00,-526.17,0,0
-485.17,0.00,-526.38,0,1
-455.92,0.00,-526.60,0,2
-426.67,0.00,-526.81,0,3
-397.43,0.00,-527.02,0,4
-368.18,0.00,-527.24,0,5
-338.93,0.00,-527.45,0,6
-309.69,0.00,-527.67,0,7
-280.44,0.00,-527.88,0,8
-251.19,0.00,-528.09,0,9
-221.94,0.00,-528.31,0,10
-192.70,0.00,-528.52,0,11
-163.45,0.00,-528.74,0,12
-134.20,0.00,-528.95,0,13
-104.96,0.00,-529.16,0,14
-75.71,0.00,-529.38,0,15
-46.46,0.00,-529.59,0,16
-17.22,0.00,-529.81,0,17
12.03,7.59,-530.02,0,18
41.28,7.68,-530.24,0,19
70.52,7.80,-530.45,0,20
99.77,7.83,-530.66,0,21
129.02,7.83,-530.88,0,22
158.26,7.89,-531.09,0,23
187.51,8.01,-531.31,0,24
216.76,9.80,-531.52,0,25
246.00,11.79,-531.74,0,26
275.25,12.34,-531.95,0,27
304.50,12.09,-532.17,0,28
333.75,9.86,-532.38,0,29
362.99,8.87,-532.60,0,30
392.24,8.63,-532.81,0,31
421.49,8.60,-533.02,0,32
450.73,8.55,-533.24,0,33
479.98,8.58,-533.45,0,34
-514.19,0.00,-496.35,1,0
-484.95,0.00,-496.57,1,1
-455.70,0.00,-496.78,1,2
-426.45,0.00,-496.99,1,3
-397.21,0.00,-497.21,1,4
-367.96,0.00,-497.42,1,5
-338.71,0.00,-497.63,1,6
-309.47,0.00,-497.85,1,7
-280.22,0.00,-498.06,1,8
-250.97,0.00,-498.28,1,9
-221.73,0.00,-498.49,1,10
-192.48,0.00,-498.70,1,11
-163.23,0.00,-498.92,1,12
-133.99,0.00,-499.13,1,13
-104.74,0.00,-499.35,1,14
-75.49,0.00,-499.56,1,15
-46.25,0.00,-499.78,1,16
-17.00,7.67,-499.99,1,17
12.25,7.68,-500.20,1,18
41.50,7.57,-500.42,1,19
70.74,7.60,-500.63,1,20
99.99,7.92,-500.85,1,21
129.24,7.92,-501.06,1,22
158.48,7.95,-501.28,1,23
187.73,7.97,-501.49,1,24
216.98,8.04,-501.71,1,25
246.22,8.48,-501.92,1,26
275.47,10.11,-502.13,1,27
304.72,10.00,-502.35,1,28
333.96,9.72,-502.56,1,29
363.21,8.55,-502.78,1,30
392.46,8.72,-502.99,1,31
421.71,8.53,-503.21,1,32
450.95,8.47,-503.42,1,33
480.20,8.43,-503.64,1,34
-513.98,0.00,-466.53,2,0
-484.73,0.00,-466.75,2,1
-455.48,0.00,-466.96,2,2
-426.24,0.00,-467.18,2,3
-396.99,0.00,-467.39,2,4
-367.74,0.00,-467.60,2,5
-338.50,0.00,-467.82,2,6
-309.25,0.00,-468.03,2,7
-280.00,0.00,-468.25,2,8
-250.75,0.00,-468.46,2,9
-221.51,0.00,-468.67,2,10
-192.26,0.00,-468.89,2,11
-163.01,0.00,-469.10,2,12
-133.77,0.00,-469.32,2,13
-104.52,0.00,-469.53,2,14
-75.27,0.00,-469.74,2,15
-46.03,7.84,-469.96,2,16
-16.78,7.84,-470.17,2,17
12.47,7.84,-470.39,2,18
41.71,7.72,-470.60,2,19
70.96,7.80,-470.82,2,20
100.21,7.70,-471.03,2,21
129.45,7.70,-471.25,2,22
158.70,7.87,-471.46,2,23
187.95,7.93,-471.67,2,24
217.20,8.01,-471.89,2,25
246.44,8.28,-472.10,2,26
275.69,9.32,-472.32,2,27
304.94,9.60,-472.53,2,28
334.18,8.44,-472.75,2,29
363.43,8.87,-472.96,2,30
392.68,8.45,-473.18,2,31
421.92,8.47,-473.39,2,32
451.17,8.64,-473.61,2,33
480.42,8.47,-473.82,2,34
-513.76,0.00,-436.72,3,0
-484.51,0.00,-436.93,3,1
-455.26,0.00,-437.15,3,2
-426.02,0.00,-437.36,3,3
-396.77,0.00,-437.57,3,4
-367.52,0.00,-437.79,3,5
-338.28,0.00,-438.00,3,6
-309.03,0.00,-438.22,3,7
-279.78,0.00,-438.43,3,8
-250.54,0.00,-438.64,3,9
-221.29,0.00,-438.86,3,10
-192.04,0.00,-439.07,3,11
-162.80,0.00,-439.29,3,12
-133.55,0.00,-439.50,3,13
-104.30,0.00,-439.71,3,14
-75.06,7.89,-439.93,3,15
-45.81,7.92,-440.14,3,16
-16.56,8.10,-440.36,3,17
12.69,8.38,-440.57,3,18
41.93,8.18,-440.79,3,19
71.18,8.20,-441.00,3,20
100.43,7.93,-441.21,3,21
129.67,7.93,-441.43,3,22
158.92,7.91,-441.64,3,23
188.17,8.20,-441.86,3,24
