x,y,z,row,col
-714.99,0.00,-705.37,0,0
-685.75,0.00,-705.59,0,1
-656.50,0.00,-705.80,0,2
-627.26,0.00,-706.02,0,3
-598.01,0.00,-706.23,0,4
-568.77,0.00,-706.45,0,5
-539.52,0.00,-706.66,0,6
-510.27,0.00,-706.88,0,7
-481.03,0.00,-707.09,0,8
-451.78,0.00,-707.31,0,9
-422.54,0.00,-707.52,0,10
-393.29,0.00,-707.74,0,11
-364.04,0.00,-707.95,0,12
-334.80,0.00,-708.17,0,13
-305.55,0.00,-708.38,0,14
-276.31,0.00,-708.60,0,15
-247.06,0.00,-708.81,0,16
-217.81,0.00,-709.03,0,17
-188.57,0.00,-709.24,0,18
-159.32,0.00,-709.46,0,19
-130.08,0.00,-709.67,0,20
-100.83,0.00,-709.89,0,21
-71.59,0.00,-710.10,0,22
-42.34,0.00,-710.32,0,23
-13.09,6.99,-710.53,0,24
16.15,6.96,-710.75,0,25
45.40,7.51,-710.96,0,26
74.64,7.82,-711.18,0,27
103.89,8.18,-711.39,0,28
133.14,8.28,-711.61,0,29
162.38,8.95,-711.82,0,30
191.63,8.68,-712.04,0,31
220.87,8.96,-712.26,0,32
250.12,8.91,-712.47,0,33
279.37,9.33,-712.69,0,34
308.61,9.33,-712.90,0,35
337.86,9.21,-713.12,0,36
367.10,9.39,-713.33,0,37
396.35,9.57,-713.55,0,38
425.60,9.23,-713.76,0,39
454.84,9.19,-713.98,0,40
484.09,9.18,-714.20,0,41
513.33,9.44,-714.41,0,42
542.58,9.00,-714.63,0,43
571.83,9.06,-714.84,0,44
601.07,8.90,-715.06,0,45
630.32,8.77,-715.28,0,46
659.56,8.84,-715.49,0,47
-714.78,0.00,-675.56,1,0
-685.53,0.00,-675.77,1,1
-656.28,0.00,-675.99,1,2
-627.04,0.00,-676.20,1,3
-597.79,0.00,-676.42,1,4
-568.55,0.00,-676.63,1,5
-539.30,0.00,-676.85,1,6
-510.05,0.00,-677.06,1,7
-480.81,0.00,-677.28,1,8
-451.56,0.00,-677.49,1,9
-422.32,0.00,-677.70,1,10
-393.07,0.00,-677.92,1,11
-363.83,0.00,-678.13,1,12
-334.58,0.00,-678.35,1,13
-305.33,0.00,-678.56,1,14
-276.09,0.00,-678.78,1,15
-246.84,0.00,-678.99,1,16
-217.60,0.00,-679.21,1,17
-188.35,0.00,-679.42,1,18
-159.10,0.00,-679.64,1,19
-129.86,0.00,-679.85,1,20
-100.61,0.00,-680.07,1,21
-71.37,0.00,-680.28,1,22
-42.12,0.00,-680.50,1,23
-12.87,6.94,-680.72,1,24
16.37,6.92,-680.93,1,25
45.62,7.49,-681.15,1,26
74.86,7.61,-681.36,1,27
104.11,8.05,-681.58,1,28
133.36,8.67,-681.79,1,29
162.60,8.45,-682.01,1,30
191.85,8.62,-682.22,1,31
221.09,9.07,-682.44,1,32
250.34,8.95,-682.65,1,33
279.59,9.05,-682.87,1,34
308.83,9.05,-683.08,1,35
338.08,9.28,-683.30,1,36
367.32,9.33,-683.52,1,37
396.57,9.55,-683.73,1,38
425.82,9.71,-683.95,1,39
455.06,9.76,-684.16,1,40
484.31,9.76,-684.38,1,41
513.55,9.28,-684.59,1,42
