x,y,z,row,col
-689.81,0.00,-716.30,0,0
-660.56,0.00,-716.51,0,1
-631.32,0.00,-716.72,0,2
-602.07,0.00,-716.93,0,3
-572.82,0.00,-717.15,0,4
-543.58,0.00,-717.36,0,5
-514.33,0.00,-717.57,0,6
-485.09,0.00,-717.78,0,7
-455.84,0.00,-718.00,0,8
-426.59,0.00,-718.21,0,9
-397.35,0.00,-718.42,0,10
-368.10,0.00,-718.63,0,11
-338.85,0.00,-718.85,0,12
-309.61,0.00,-719.06,0,13
-280.36,0.00,-719.27,0,14
-251.11,0.00,-719.48,0,15
-221.87,0.00,-719.70,0,16
-192.62,0.00,-719.91,0,17
-163.38,0.00,-720.12,0,18
-134.13,0.00,-720.33,0,19
-104.88,0.00,-720.55,0,20
-75.64,0.00,-720.76,0,21
-46.39,0.00,-720.97,0,22
-17.14,0.00,-721.19,0,23
12.10,0.00,-721.40,0,24
41.35,0.00,-721.61,0,25
70.60,0.00,-721.83,0,26
99.84,0.00,-722.04,0,27
129.09,0.00,-722.25,0,28
158.33,0.00,-722.46,0,29
187.58,0.00,-722.68,0,30
216.83,0.00,-722.89,0,31
246.07,0.00,-723.10,0,32
275.32,0.00,-723.32,0,33
304.57,0.00,-723.53,0,34
333.81,0.00,-723.74,0,35
363.06,0.00,-723.96,0,36
392.31,0.00,-724.17,0,37
421.55,0.00,-724.38,0,38
450.80,0.00,-724.60,0,39
480.05,0.00,-724.81,0,40
509.29,0.00,-725.02,0,41
538.54,0.00,-725.24,0,42
567.78,0.00,-725.45,0,43
597.03,0.00,-725.67,0,44
626.28,0.00,-725.88,0,45
655.52,0.00,-726.09,0,46
-689.59,0.00,-686.48,1,0
-660.35,0.00,-686.69,1,1
-631.10,0.00,-686.90,1,2
-601.85,0.00,-687.12,1,3
-572.61,0.00,-687.33,1,4
-543.36,0.00,-687.54,1,5
-514.11,0.00,-687.75,1,6
-484.87,0.00,-687.97,1,7
-455.62,0.00,-688.18,1,8
-426.38,0.00,-688.39,1,9
-397.13,0.00,-688.60,1,10
-367.88,0.00,-688.82,1,11
-338.64,0.00,-689.03,1,12
-309.39,0.00,-689.24,1,13
-280.14,0.00,-689.45,1,14
-250.90,0.00,-689.67,1,15
-221.65,0.00,-689.88,1,16
-192.40,0.00,-690.09,1,17
-163.16,0.00,-690.31,1,18
-133.91,0.00,-690.52,1,19
-104.67,0.00,-690.73,1,20
-75.42,0.00,-690.94,1,21
-46.17,0.00,-691.16,1,22
-16.93,0.00,-691.37,1,23
12.32,0.00,-691.58,1,24
41.57,0.00,-691.80,1,25
70.81,0.00,-692.01,1,26
100.06,0.00,-692.22,1,27
129.31,0.00,-692.44,1,28
