x,y,z,row,col
-501.96,12.18,-484.43,0,0
-472.72,11.05,-484.64,0,1
-443.48,10.82,-484.86,0,2
-414.24,10.25,-485.08,0,3
-384.99,9.95,-485.30,0,4
-355.75,9.72,-485.51,0,5
-326.51,8.99,-485.73,0,6
-297.26,8.04,-485.95,0,7
-268.02,7.75,-486.17,0,8
-238.78,7.76,-486.39,0,9
-209.53,7.16,-486.60,0,10
-180.29,6.67,-486.82,0,11
-151.05,6.00,-487.04,0,12
-121.80,5.64,-487.26,0,13
-92.56,5.65,-487.48,0,14
-63.32,5.23,-487.69,0,15
-34.08,4.95,-487.91,0,16
-4.83,4.85,-488.13,0,17
24.41,4.76,-488.35,0,18
53.65,4.76,-488.57,0,19
82.90,4.67,-488.78,0,20
112.14,4.57,-489.00,0,21
141.38,4.48,-489.22,0,22
170.63,4.42,-489.44,0,23
199.87,4.42,-489.66,0,24
229.11,4.37,-489.87,0,25
258.36,4.37,-490.09,0,26
287.60,4.39,-490.31,0,27
316.84,4.43,-490.53,0,28
346.09,4.50,-490.75,0,29
375.33,4.60,-490.97,0,30
404.57,4.79,-491.19,0,31
433.81,5.19,-491.40,0,32
463.06,5.83,-491.62,0,33
492.30,6.01,-491.84,0,34
-501.74,12.01,-454.61,1,0
-472.50,11.57,-454.83,1,1
-443.26,10.77,-455.04,1,2
-414.01,10.69,-455.26,1,3
-384.77,10.23,-455.48,1,4
-355.53,10.05,-455.70,1,5
-326.28,9.66,-455.92,1,6
-297.04,8.94,-456.13,1,7
-267.80,8.73,-456.35,1,8
-238.56,7.85,-456.57,1,9
-209.31,7.38,-456.79,1,10
-180.07,6.81,-457.00,1,11
-150.83,6.20,-457.22,1,12
-121.58,5.82,-457.44,1,13
-92.34,5.53,-457.66,1,14
-63.10,5.35,-457.88,1,15
-33.85,5.17,-458.09,1,16
-4.61,4.97,-458.31,1,17
24.63,4.83,-458.53,1,18
53.88,4.83,-458.75,1,19
83.12,4.78,-458.97,1,20
112.36,4.60,-459.18,1,21
141.61,4.55,-459.40,1,22
170.85,4.49,-459.62,1,23
200.09,4.43,-459.84,1,24
229.34,4.40,-460.06,1,25
258.58,4.40,-460.28,1,26
287.82,4.42,-460.49,1,27
317.06,4.48,-460.71,1,28
346.31,4.56,-460.93,1,29
375.55,4.67,-461.15,1,30
404.79,5.07,-461.37,1,31
434.04,5.33,-461.59,1,32
463.28,5.85,-461.80,1,33
492.52,6.56,-462.02,1,34
-501.52,11.92,-424.79,2,0
-472.28,11.53,-425.01,2,1
-443.03,11.17,-425.23,2,2
-413.79,10.72,-425.45,2,3
-384.55,10.36,-425.66,2,4
-355.31,9.81,-425.88,2,5
-326.06,9.52,-426.10,2,6
-296.82,9.23,-426.32,2,7
-267.58,8.32,-426.53,2,8
-238.33,8.15,-426.75,2,9
-209.09,7.46,-426.97,2,10
-179.85,7.34,-427.19,2,11
-150.60,6.85,-427.41,2,12
-121.36,6.14,-427.62,2,13
-92.12,6.00,-427.84,2,14
-62.87,5.79,-428.06,2,15
-33.63,5.45,-428.28,2,16
-4.39,5.13,-428.49,2,17
24.86,4.95,-428.71,2,18
54.10,4.95,-428.93,2,19
83.34,4.77,-429.15,2,20
112.58,4.67,-429.37,2,21
141.83,4.59,-429.59,2,22
171.07,4.52,-429.80,2,23
200.31,4.47,-430.02,2,24
229.56,4.45,-430.24,2,25
258.80,4.45,-430.46,2,26
288.04,4.48,-430.68,2,27
317.29,4.54,-430.90,2,28
346.53,4.65,-431.11,2,29
375.77,4.76,-431.33,2,30
405.02,5.31,-431.55,2,31
434.26,6.24,-431.77,2,32
463.50,6.15,-431.99,2,33
492.75,7.25,-432.21,2,34
-501.30,11.98,-394.98,3,0
-472.06,12.07,-395.19,3,1
-442.81,11.26,-395.41,3,2
-413.57,10.65,-395.63,3,3
-384.33,10.29,-395.85,3,4
-355.08,10.21,-396.06,3,5
