x,y,z
-323.67,43.00,-344.59
-294.42,43.00,-344.59
-265.18,44.00,-344.59
-235.94,45.00,-344.59
-206.70,46.96,-344.59
-177.46,50.00,-344.59
-148.22,51.09,-344.59
-118.98,54.00,-344.59
-89.74,54.20,-344.59
-60.50,56.00,-344.59
-31.25,58.00,-344.59
-2.01,60.00,-344.59
27.23,60.00,-344.59
56.47,66.00,-344.59
85.71,75.00,-344.59
114.95,79.00,-344.59
144.19,79.00,-344.59
173.43,74.00,-344.59
202.67,65.00,-344.59
231.91,53.00,-344.59
261.16,47.00,-344.59
290.40,43.00,-344.59
-323.67,41.00,-314.59
-294.42,42.00,-314.59
-265.18,44.00,-314.59
-235.94,46.00,-314.59
-206.70,46.82,-314.59
-177.46,49.00,-314.59
-148.22,52.00,-314.59
-118.98,54.00,-314.59
-89.74,53.55,-314.59
-60.50,55.00,-314.59
-31.25,56.00,-314.59
-2.01,57.00,-314.59
27.23,59.00,-314.59
56.47,64.00,-314.59
85.71,70.00,-314.59
114.95,74.00,-314.59
144.19,74.00,-314.59
173.43,71.00,-314.59
202.67,62.00,-314.59
231.91,52.00,-314.59
261.16,48.00,-314.59
290.40,46.00,-314.59
-323.67,40.00,-284.59
-294.42,42.00,-284.59
-265.18,44.00,-284.59
-235.94,46.00,-284.59
-206.70,47.00,-284.59
-177.46,48.39,-284.59
-148.22,50.00,-284.59
-118.98,52.00,-284.59
-89.74,53.00,-284.59
-60.50,54.00,-284.59
-31.25,55.00,-284.59
-2.01,57.00,-284.59
27.23,60.00,-284.59
56.47,64.00,-284.59
85.71,67.00,-284.59
114.95,69.00,-284.59
144.19,70.00,-284.59
173.43,66.00,-284.59
202.67,59.00,-284.59
231.91,55.00,-284.59
261.16,52.00,-284.59
290.40,47.00,-284.59
-323.67,40.00,-254.59
-294.42,42.00,-254.59
-265.18,43.00,-254.59
-235.94,45.00,-254.59
-206.70,46.08,-254.59
-177.46,48.00,-254.59
-148.22,49.00,-254.59
-118.98,50.00,-254.59
-89.74,51.00,-254.59
-60.50,52.00,-254.59
-31.25,55.00,-254.59
-2.01,57.00,-254.59
27.23,59.00,-254.59
56.47,62.00,-254.59
85.71,64.00,-254.59
114.95,65.00,-254.59
144.19,66.00,-254.59
173.43,64.00,-254.59
202.67,61.00,-254.59
231.91,60.64,-254.59
261.16,56.00,-254.59
290.40,50.00,-254.59
-323.67,40.00,-224.59
-294.42,42.00,-224.59
-265.18,42.00,-224.59
-235.94,43.00,-224.59
-206.70,45.48,-224.59
-177.46,47.00,-224.59
-148.22,49.00,-224.59
-118.98,50.00,-224.59
-89.74,51.00,-224.59
-60.50,52.00,-224.59
-31.25,54.00,-224.59
-2.01,56.00,-224.59
27.23,58.00,-224.59
56.47,60.00,-224.59
85.71,62.00,-224.59
114.95,62.00,-224.59
144.19,63.00,-224.59
173.43,63.00,-224.59
202.67,63.00,-224.59
231.91,64.00,-224.59
261.16,63.00,-224.59
290.40,59.00,-224.59
-323.67,39.00,-194.59
-294.42,41.00,-194.59
-265.18,42.00,-194.59
-235.94,43.00,-194.59
-206.70,45.00,-194.59
-177.46,47.00,-194.59
-148.22,50.00,-194.59
-118.98,51.00,-194.59
-89.74,51.00,-194.59
-60.50,51.00,-194.59
-31.25,52.00,-194.59
-2.01,55.00,-194.59
27.23,58.00,-194.59
56.47,60.00,-194.59
85.71,60.00,-194.59
114.95,61.00,-194.59
144.19,62.00,-194.59
173.43,64.00,-194.59
202.67,67.00,-194.59
231.91,69.00,-194.59
261.16,70.00,-194.59
290.40,66.00,-194.59
-323.67,37.00,-164.59
-294.42,40.00,-164.59
-265.18,42.00,-164.59
-235.94,44.00,-164.59
-206.70,45.00,-164.59
-177.46,46.00,-164.59
-148.22,49.00,-164.59
-118.98,51.00,-164.59
-89.74,51.00,-164.59
-60.50,53.00,-164.59
-31.25,55.00,-164.59
-2.01,55.00,-164.59
27.23,59.00,-164.59
56.47,61.00,-164.59
85.71,61.00,-164.59
114.95,61.00,-164.59
144.19,62.00,-164.59
173.43,65.00,-164.59
202.67,68.00,-164.59
231.91,72.00,-164.59
261.16,74.00,-164.59
290.40,70.00,-164.59
-323.67,36.00,-134.59
-294.42,39.00,-134.59
-265.18,42.00,-134.59
-235.94,44.00,-134.59
-206.70,45.00,-134.59
-177.46,46.00,-134.59
-148.22,47.00,-134.59
-118.98,49.00,-134.59
-89.74,51.00,-134.59
-60.50,55.00,-134.59
-31.25,54.52,-134.59
-2.01,56.70,-134.59
27.23,58.45,-134.59
56.47,59.86,-134.59
85.71,62.00,-134.59
114.95,61.00,-134.59
144.19,63.31,-134.59
173.43,65.00,-134.59
202.67,68.00,-134.59
231.91,72.00,-134.59
261.16,74.00,-134.59
290.40,72.00,-134.59
-323.67,36.00,-104.59
-294.42,38.00,-104.59
-265.18,41.00,-104.59
-235.94,43.00,-104.59
-206.70,43.00,-104.59
-177.46,44.00,-104.59
-148.22,45.00,-104.59
-118.98,47.79,-104.59
-89.74,50.00,-104.59
-60.50,51.94,-104.59
-31.25,54.55,-104.59
-2.01,61.00,-104.59
27.23,61.00,-104.59
56.47,60.00,-104.59
85.71,61.00,-104.59
114.95,60.00,-104.59
144.19,61.00,-104.59
173.43,64.00,-104.59
202.67,68.00,-104.59
231.91,72.00,-104.59
261.16,76.00,-104.59
290.40,73.00,-104.59
-323.67,39.07,-74.59
-294.42,39.00,-74.59
-265.18,41.00,-74.59
-235.94,42.00,-74.59
-206.70,42.00,-74.59
-177.46,43.00,-74.59
-148.22,45.00,-74.59
-118.98,47.00,-74.59
-89.74,48.95,-74.59
-60.50,52.00,-74.59
-31.25,55.00,-74.59
-2.01,57.00,-74.59
27.23,58.00,-74.59
56.47,60.00,-74.59
85.71,62.00,-74.59
114.95,62.00,-74.59
144.19,62.00,-74.59
173.43,65.97,-74.59
202.67,69.42,-74.59
231.91,74.00,-74.59
261.16,77.00,-74.59
290.40,77.00,-74.59
-323.67,38.00,-44.59
-294.42,40.00,-44.59
-265.18,40.84,-44.59
-235.94,41.00,-44.59
-206.70,41.00,-44.59
-177.46,43.47,-44.59
-148.22,45.00,-44.59
-118.98,45.00,-44.59
-89.74,47.65,-44.59
-60.50,48.00,-44.59
-31.25,51.00,-44.59
-2.01,55.00,-44.59
27.23,57.00,-44.59
56.47,60.00,-44.59
85.71,62.00,-44.59
114.95,62.00,-44.59
144.19,62.00,-44.59
173.43,65.00,-44.59
202.67,70.00,-44.59
231.91,76.00,-44.59
261.16,75.90,-44.59
290.40,80.00,-44.59
-323.67,39.00,-14.59
-294.42,40.00,-14.59
-265.18,41.00,-14.59
-235.94,41.00,-14.59
-206.70,41.00,-14.59
-177.46,43.00,-14.59
-148.22,43.00,-14.59
-118.98,44.00,-14.59
-89.74,45.00,-14.59
-60.50,46.00,-14.59
-31.25,49.00,-14.59
-2.01,52.00,-14.59
27.23,55.00,-14.59
56.47,58.00,-14.59
85.71,61.00,-14.59
114.95,61.00,-14.59
144.19,61.00,-14.59
173.43,67.21,-14.59
202.67,72.00,-14.59
231.91,77.00,-14.59
261.16,80.00,-14.59
290.40,80.00,-14.59
-323.67,37.00,15.41
-294.42,39.00,15.41
-265.18,40.40,15.41
-235.94,41.00,15.41
-206.70,42.00,15.41
-177.46,43.00,15.41
-148.22,43.00,15.41
-118.98,45.00,15.41
-89.74,46.00,15.41
-60.50,48.00,15.41
-31.25,50.00,15.41
-2.01,53.00,15.41
27.23,56.00,15.41
56.47,58.00,15.41
85.71,58.00,15.41
114.95,59.00,15.41
144.19,62.00,15.41
173.43,67.58,15.41
202.67,73.00,15.41
231.91,78.00,15.41
261.16,81.00,15.41
290.40,81.00,15.41
-323.67,36.00,45.41
-294.42,38.77,45.41
-265.18,40.23,45.41
-235.94,41.00,45.41
-206.70,42.00,45.41
-177.46,43.00,45.41
-148.22,44.00,45.41
-118.98,46.00,45.41
-89.74,47.32,45.41
-60.50,49.44,45.41
-31.25,52.20,45.41
-2.01,58.00,45.41
27.23,60.00,45.41
56.47,59.00,45.41
85.71,57.00,45.41
114.95,57.00,45.41
144.19,61.00,45.41
173.43,67.49,45.41
202.67,73.00,45.41
231.91,79.00,45.41
261.16,82.00,45.41
290.40,81.00,45.41
-323.67,36.00,75.41
-294.42,38.48,75.41
-265.18,39.99,75.41
-235.94,41.00,75.41
-206.70,41.93,75.41
-177.46,43.00,75.41
-148.22,44.45,75.41
-118.98,46.00,75.41
-89.74,47.00,75.41
-60.50,49.00,75.41
-31.25,53.00,75.41
-2.01,54.91,75.41
27.23,56.79,75.41
56.47,57.10,75.41
85.71,57.00,75.41
114.95,57.00,75.41
144.19,61.00,75.41
173.43,66.92,75.41
202.67,73.00,75.41
231.91,79.00,75.41
261.16,82.00,75.41
290.40,81.00,75.41
-323.67,36.00,105.41
-294.42,39.00,105.41
-265.18,39.60,105.41
-235.94,41.00,105.41
-206.70,41.74,105.41
-177.46,44.00,105.41
-148.22,44.33,105.41
-118.98,45.00,105.41
-89.74,47.00,105.41
-60.50,50.00,105.41
-31.25,55.00,105.41
-2.01,60.00,105.41
27.23,63.00,105.41
56.47,59.00,105.41
85.71,54.00,105.41
114.95,57.53,105.41
144.19,57.00,105.41
173.43,65.34,105.41
202.67,72.00,105.41
231.91,79.00,105.41
261.16,83.00,105.41
290.40,82.00,105.41
-323.67,35.00,135.41
-294.42,38.00,135.41
-265.18,39.00,135.41
-235.94,41.00,135.41
-206.70,42.00,135.41
-177.46,42.49,135.41
-148.22,43.75,135.41
