x,y,z,row,col
-835.71,26.60,-789.77,0,0
-806.46,25.63,-789.98,0,1
-777.21,26.97,-790.19,0,2
-747.96,26.53,-790.40,0,3
-718.72,27.08,-790.62,0,4
-689.47,28.67,-790.83,0,5
-660.22,31.14,-791.04,0,6
-630.97,32.54,-791.25,0,7
-601.73,34.54,-791.47,0,8
-572.48,35.17,-791.68,0,9
-543.23,37.95,-791.89,0,10
-513.99,40.30,-792.10,0,11
-484.74,41.75,-792.32,0,12
-455.49,42.02,-792.53,0,13
-426.24,43.56,-792.74,0,14
-397.00,48.30,-792.96,0,15
-367.75,49.29,-793.17,0,16
-338.50,54.72,-793.38,0,17
-309.26,52.56,-793.59,0,18
-280.01,54.51,-793.81,0,19
-250.76,49.62,-794.02,0,20
-221.51,45.89,-794.23,0,21
-192.27,37.48,-794.45,0,22
-163.02,30.66,-794.66,0,23
-133.77,22.67,-794.87,0,24
-104.52,13.25,-795.09,0,25
-75.28,7.06,-795.30,0,26
-46.03,4.65,-795.51,0,27
-16.78,4.65,-795.73,0,28
12.47,4.71,-795.94,0,29
41.71,5.04,-796.15,0,30
70.96,5.00,-796.37,0,31
100.21,5.38,-796.58,0,32
129.45,6.67,-796.79,0,33
158.70,7.63,-797.01,0,34
187.95,6.88,-797.22,0,35
217.20,7.84,-797.43,0,36
246.44,8.10,-797.65,0,37
275.69,7.51,-797.86,0,38
304.94,7.32,-798.07,0,39
334.19,7.23,-798.29,0,40
363.43,6.89,-798.50,0,41
392.68,6.84,-798.72,0,42
421.93,6.82,-798.93,0,43
451.18,6.81,-799.14,0,44
480.42,6.91,-799.36,0,45
509.67,6.86,-799.57,0,46
538.92,6.98,-799.78,0,47
568.17,6.99,-800.00,0,48
597.41,7.08,-800.21,0,49
626.66,7.26,-800.43,0,50
655.91,7.43,-800.64,0,51
685.15,7.71,-800.85,0,52
714.40,7.71,-801.07,0,53
743.65,8.45,-801.28,0,54
772.90,8.45,-801.50,0,55
802.14,9.31,-801.71,0,56
-835.49,26.60,-759.95,1,0
-806.24,25.63,-760.16,1,1
-776.99,26.97,-760.37,1,2
-747.75,26.53,-760.59,1,3
-718.50,27.08,-760.80,1,4
-689.25,28.67,-761.01,1,5
-660.01,31.14,-761.22,1,6
-630.76,32.54,-761.44,1,7
-601.51,34.54,-761.65,1,8
-572.26,35.17,-761.86,1,9
-543.02,37.95,-762.07,1,10
-513.77,40.30,-762.29,1,11
-484.52,41.75,-762.50,1,12
-455.27,42.02,-762.71,1,13
-426.03,43.56,-762.93,1,14
-396.78,48.30,-763.14,1,15
-367.53,49.29,-763.35,1,16
-338.29,54.72,-763.56,1,17
-309.04,52.56,-763.78,1,18
-279.79,54.51,-763.99,1,19
-250.54,49.62,-764.20,1,20
-221.30,45.89,-764.42,1,21
-192.05,37.48,-764.63,1,22
-162.80,30.66,-764.84,1,23
-133.55,22.67,-765.06,1,24
-104.31,13.25,-765.27,1,25
-75.06,7.06,-765.48,1,26
-45.81,4.65,-765.70,1,27
-16.56,4.65,-765.91,1,28
12.68,4.71,-766.12,1,29
41.93,5.04,-766.34,1,30
71.18,5.00,-766.55,1,31
100.42,5.38,-766.76,1,32
129.67,6.67,-766.98,1,33
158.92,7.63,-767.19,1,34
188.17,6.88,-767.40,1,35
217.41,7.84,-767.62,1,36
246.66,8.10,-767.83,1,37
275.91,7.51,-768.04,1,38
305.16,7.32,-768.26,1,39
334.40,7.23,-768.47,1,40
363.65,6.89,-768.69,1,41
392.90,6.84,-768.90,1,42
422.15,6.82,-769.11,1,43
451.39,6.81,-769.33,1,44
480.64,6.91,-769.54,1,45
509.89,6.86,-769.75,1,46
539.14,6.98,-769.97,1,47
568.38,6.99,-770.18,1,48
597.63,7.08,-770.40,1,49
626.88,7.26,-770.61,1,50
656.13,7.43,-770.82,1,51
685.37,7.71,-771.04,1,52
714.62,7.71,-771.25,1,53
743.87,8.45,-771.47,1,54
773.12,8.45,-771.68,1,55
802.36,9.31,-771.89,1,56
-835.27,26.15,-730.13,2,0
-806.03,26.64,-730.34,2,1
-776.78,27.28,-730.56,2,2
-747.53,27.13,-730.77,2,3
-718.28,27.78,-730.98,2,4
-689.04,28.49,-731.20,2,5
-659.79,29.37,-731.41,2,6
-630.54,30.49,-731.62,2,7
-601.29,33.22,-731.83,2,8
-572.05,33.92,-732.05,2,9
-542.80,36.03,-732.26,2,10
-513.55,38.09,-732.47,2,11
-484.30,39.79,-732.68,2,12
-455.06,42.42,-732.90,2,13
-425.81,46.13,-733.11,2,14
-396.56,54.03,-733.32,2,15
-367.32,49.93,-733.54,2,16
-338.07,54.70,-733.75,2,17
-308.82,54.73,-733.96,2,18
-279.57,55.46,-734.17,2,19
-250.33,56.63,-734.39,2,20
-221.08,53.96,-734.60,2,21
-191.83,46.66,-734.81,2,22
-162.58,39.62,-735.03,2,23
-133.34,30.31,-735.24,2,24
-104.09,23.50,-735.45,2,25
-74.84,9.33,-735.67,2,26
-45.59,4.86,-735.88,2,27
-16.35,4.86,-736.09,2,28
12.90,5.05,-736.31,2,29
42.15,4.86,-736.52,2,30
71.39,4.97,-736.73,2,31
100.64,5.42,-736.95,2,32
129.89,6.84,-737.16,2,33
159.14,7.34,-737.37,2,34
188.38,6.88,-737.59,2,35
217.63,7.72,-737.80,2,36
246.88,7.16,-738.01,2,37
276.13,7.40,-738.23,2,38
305.37,7.11,-738.44,2,39
334.62,6.92,-738.65,2,40
363.87,6.88,-738.87,2,41
393.12,6.81,-739.08,2,42
422.36,6.79,-739.30,2,43
451.61,6.81,-739.51,2,44
480.86,6.80,-739.72,2,45
510.11,6.84,-739.94,2,46
539.35,6.95,-740.15,2,47
568.60,6.96,-740.37,2,48
597.85,7.17,-740.58,2,49
627.10,7.26,-740.79,2,50
656.34,7.32,-741.01,2,51
685.59,7.47,-741.22,2,52
714.84,8.18,-741.44,2,53
744.09,8.41,-741.65,2,54
773.33,8.54,-741.86,2,55
802.58,9.13,-742.08,2,56
-835.06,27.64,-700.32,3,0
-805.81,26.86,-700.53,3,1
-776.56,27.20,-700.74,3,2
-747.31,27.92,-700.95,3,3
-718.07,28.46,-701.17,3,4
-688.82,29.75,-701.38,3,5
-659.57,30.45,-701.59,3,6
-630.32,31.51,-701.80,3,7
-601.08,31.43,-702.02,3,8
-571.83,32.73,-702.23,3,9
-542.58,35.82,-702.44,3,10
-513.34,36.00,-702.65,3,11
-484.09,37.42,-702.87,3,12
-454.84,41.35,-703.08,3,13
-425.59,43.82,-703.29,3,14
-396.35,48.25,-703.51,3,15
-367.10,52.46,-703.72,3,16
-337.85,54.99,-703.93,3,17
-308.60,56.07,-704.14,3,18
-279.36,60.19,-704.36,3,19
-250.11,65.75,-704.57,3,20
-220.86,64.93,-704.78,3,21
-191.61,55.11,-705.00,3,22
-162.37,50.30,-705.21,3,23
-133.12,39.98,-705.42,3,24
-103.87,30.18,-705.64,3,25
-74.62,21.77,-705.85,3,26
-45.38,6.75,-706.06,3,27
-16.13,6.75,-706.28,3,28
13.12,4.97,-706.49,3,29
42.37,5.33,-706.70,3,30
71.61,5.05,-706.92,3,31
100.86,5.21,-707.13,3,32
130.11,6.07,-707.34,3,33
