x,y,z
-1427.20,0.00,-1422.56
-1397.96,0.00,-1422.56
-1368.72,0.00,-1422.56
-1339.48,0.00,-1422.56
-1310.24,0.00,-1422.56
-1280.99,0.00,-1422.56
-1251.75,0.00,-1422.56
-1222.51,0.00,-1422.56
-1193.27,0.00,-1422.56
-1164.03,0.00,-1422.56
-1134.79,0.00,-1422.56
-1105.55,0.00,-1422.56
-1076.31,0.00,-1422.56
-1047.07,0.00,-1422.56
-1017.82,0.00,-1422.56
-988.58,0.00,-1422.56
-959.34,0.00,-1422.56
-930.10,0.00,-1422.56
-900.86,0.00,-1422.56
-871.62,0.00,-1422.56
-842.38,0.00,-1422.56
-813.14,0.00,-1422.56
-783.90,0.00,-1422.56
-754.65,0.00,-1422.56
-725.41,0.00,-1422.56
-696.17,0.00,-1422.56
-666.93,0.00,-1422.56
-637.69,0.00,-1422.56
-608.45,0.00,-1422.56
-579.21,0.00,-1422.56
-549.97,0.00,-1422.56
-520.73,0.00,-1422.56
-491.48,0.00,-1422.56
-462.24,0.00,-1422.56
-433.00,0.00,-1422.56
-403.76,0.00,-1422.56
-374.52,0.00,-1422.56
-345.28,0.00,-1422.56
-316.04,0.00,-1422.56
-286.80,0.00,-1422.56
-257.56,0.00,-1422.56
-228.32,0.00,-1422.56
-199.07,0.00,-1422.56
-169.83,0.00,-1422.56
-140.59,0.00,-1422.56
-111.35,0.00,-1422.56
-82.11,0.00,-1422.56
-52.87,0.00,-1422.56
-23.63,9.00,-1422.56
5.61,17.00,-1422.56
34.85,28.00,-1422.56
64.10,33.00,-1422.56
93.34,30.00,-1422.56
122.58,21.00,-1422.56
151.82,14.00,-1422.56
181.06,9.00,-1422.56
210.30,0.00,-1422.56
239.54,0.00,-1422.56
268.78,0.00,-1422.56
298.02,0.00,-1422.56
327.27,0.00,-1422.56
356.51,0.00,-1422.56
385.75,0.00,-1422.56
414.99,0.00,-1422.56
444.23,0.00,-1422.56
473.47,0.00,-1422.56
502.71,0.00,-1422.56
531.95,0.00,-1422.56
561.19,0.00,-1422.56
590.43,0.00,-1422.56
619.68,0.00,-1422.56
648.92,0.00,-1422.56
678.16,0.00,-1422.56
707.40,0.00,-1422.56
736.64,0.00,-1422.56
765.88,0.00,-1422.56
795.12,0.00,-1422.56
824.36,0.00,-1422.56
853.60,0.00,-1422.56
882.85,0.00,-1422.56
912.09,0.00,-1422.56
941.33,0.00,-1422.56
970.57,0.00,-1422.56
999.81,0.00,-1422.56
1029.05,0.00,-1422.56
1058.29,0.00,-1422.56
1087.53,0.00,-1422.56
1116.77,0.00,-1422.56
1146.02,0.00,-1422.56
1175.26,0.00,-1422.56
1204.50,0.00,-1422.56
1233.74,0.00,-1422.56
1262.98,0.00,-1422.56
1292.22,0.00,-1422.56
1321.46,0.00,-1422.56
1350.70,0.00,-1422.56
1379.94,0.00,-1422.56
1409.19,0.00,-1422.56
-1427.20,0.00,-1392.56
-1397.96,0.00,-1392.56
-1368.72,0.00,-1392.56
-1339.48,0.00,-1392.56
-1310.24,0.00,-1392.56
-1280.99,0.00,-1392.56
-1251.75,0.00,-1392.56
-1222.51,0.00,-1392.56
-1193.27,0.00,-1392.56
-1164.03,0.00,-1392.56
-1134.79,0.00,-1392.56
-1105.55,0.00,-1392.56
-1076.31,0.00,-1392.56
-1047.07,0.00,-1392.56
-1017.82,0.00,-1392.56
-988.58,0.00,-1392.56
-959.34,0.00,-1392.56
-930.10,0.00,-1392.56
-900.86,0.00,-1392.56
-871.62,0.00,-1392.56
-842.38,0.00,-1392.56
-813.14,0.00,-1392.56
-783.90,0.00,-1392.56
-754.65,0.00,-1392.56
-725.41,0.00,-1392.56
-696.17,0.00,-1392.56
-666.93,0.00,-1392.56
-637.69,0.00,-1392.56
