x,y,z
-1024.39,0.00,-1061.66
-995.15,0.00,-1061.66
-965.91,0.00,-1061.66
-936.67,0.00,-1061.66
-907.43,0.00,-1061.66
-878.19,0.00,-1061.66
-848.95,0.00,-1061.66
-819.71,0.00,-1061.66
-790.47,0.00,-1061.66
-761.23,0.00,-1061.66
-731.99,0.00,-1061.66
-702.75,0.00,-1061.66
-673.51,0.00,-1061.66
-644.27,0.00,-1061.66
-615.03,0.00,-1061.66
-585.79,0.00,-1061.66
-556.55,0.00,-1061.66
-527.31,1.00,-1061.66
-498.07,7.00,-1061.66
-468.83,10.00,-1061.66
-439.59,10.00,-1061.66
-410.35,10.00,-1061.66
-381.11,10.00,-1061.66
-351.87,10.52,-1061.66
-322.63,10.99,-1061.66
-293.39,11.00,-1061.66
-264.15,12.32,-1061.66
-234.91,13.00,-1061.66
-205.67,13.75,-1061.66
-176.44,14.61,-1061.66
-147.20,15.00,-1061.66
-117.96,15.00,-1061.66
-88.72,14.33,-1061.66
-59.48,13.54,-1061.66
-30.24,14.00,-1061.66
-1.00,12.00,-1061.66
28.24,11.45,-1061.66
57.48,11.17,-1061.66
86.72,11.00,-1061.66
115.96,12.00,-1061.66
145.20,13.00,-1061.66
174.44,12.79,-1061.66
203.68,15.00,-1061.66
232.92,14.00,-1061.66
262.16,11.00,-1061.66
291.40,11.42,-1061.66
320.64,11.00,-1061.66
349.88,11.00,-1061.66
379.12,12.00,-1061.66
408.36,15.00,-1061.66
437.60,14.51,-1061.66
466.84,16.00,-1061.66
496.08,15.03,-1061.66
525.32,15.48,-1061.66
554.56,18.00,-1061.66
583.80,15.00,-1061.66
613.04,14.71,-1061.66
642.28,14.00,-1061.66
671.52,15.66,-1061.66
700.76,16.46,-1061.66
730.00,16.00,-1061.66
759.23,16.00,-1061.66
788.47,16.00,-1061.66
817.71,15.00,-1061.66
846.95,15.00,-1061.66
876.19,20.00,-1061.66
905.43,19.26,-1061.66
934.67,19.48,-1061.66
963.91,18.00,-1061.66
993.15,19.57,-1061.66
-1024.39,0.00,-1031.66
-995.15,0.00,-1031.66
-965.91,0.00,-1031.66
-936.67,0.00,-1031.66
-907.43,0.00,-1031.66
-878.19,0.00,-1031.66
-848.95,0.00,-1031.66
-819.71,0.00,-1031.66
-790.47,0.00,-1031.66
-761.23,0.00,-1031.66
-731.99,0.00,-1031.66
-702.75,0.00,-1031.66
-673.51,0.00,-1031.66
-644.27,0.00,-1031.66
-615.03,0.00,-1031.66
-585.79,0.00,-1031.66
-556.55,0.00,-1031.66
-527.31,1.00,-1031.66
-498.07,8.00,-1031.66
-468.83,11.00,-1031.66
-439.59,11.00,-1031.66
-410.35,11.00,-1031.66
-381.11,10.00,-1031.66
-351.87,10.74,-1031.66
-322.63,11.00,-1031.66
-293.39,11.48,-1031.66
-264.15,12.09,-1031.66
-234.91,13.18,-1031.66
-205.67,13.00,-1031.66
-176.44,15.00,-1031.66
-147.20,16.00,-1031.66
-117.96,15.00,-1031.66
-88.72,14.20,-1031.66
-59.48,13.27,-1031.66
-30.24,12.00,-1031.66
-1.00,12.02,-1031.66
28.24,10.00,-1031.66
57.48,10.00,-1031.66
86.72,11.40,-1031.66
115.96,11.00,-1031.66
145.20,12.00,-1031.66
174.44,12.30,-1031.66
203.68,12.78,-1031.66
232.92,14.00,-1031.66
262.16,11.00,-1031.66
291.40,10.00,-1031.66
320.64,10.00,-1031.66
349.88,11.00,-1031.66
379.12,12.00,-1031.66
408.36,14.00,-1031.66
437.60,15.00,-1031.66
466.84,15.00,-1031.66
496.08,14.87,-1031.66
525.32,17.00,-1031.66
554.56,14.63,-1031.66
583.80,14.00,-1031.66
613.04,14.31,-1031.66
642.28,15.00,-1031.66
671.52,16.00,-1031.66
700.76,18.00,-1031.66
730.00,18.00,-1031.66
759.23,17.00,-1031.66
788.47,16.47,-1031.66
817.71,16.02,-1031.66
846.95,16.53,-1031.66
876.19,17.00,-1031.66
905.43,21.00,-1031.66
934.67,21.00,-1031.66
963.91,20.00,-1031.66
993.15,20.48,-1031.66
-1024.39,0.00,-1001.66
-995.15,0.00,-1001.66
-965.91,0.00,-1001.66
-936.67,0.00,-1001.66
-907.43,0.00,-1001.66
-878.19,0.00,-1001.66
-848.95,0.00,-1001.66
-819.71,0.00,-1001.66
-790.47,0.00,-1001.66
-761.23,0.00,-1001.66
-731.99,0.00,-1001.66
-702.75,0.00,-1001.66
-673.51,0.00,-1001.66
-644.27,0.00,-1001.66
-615.03,0.00,-1001.66
-585.79,0.00,-1001.66
-556.55,1.00,-1001.66
-527.31,1.00,-1001.66
-498.07,7.00,-1001.66
-468.83,11.00,-1001.66
-439.59,12.00,-1001.66
-410.35,10.63,-1001.66
-381.11,11.07,-1001.66
-351.87,11.25,-1001.66
-322.63,10.00,-1001.66
-293.39,11.56,-1001.66
-264.15,10.00,-1001.66
-234.91,13.18,-1001.66
-205.67,13.00,-1001.66
-176.44,15.00,-1001.66
-147.20,16.00,-1001.66
-117.96,14.84,-1001.66
-88.72,14.00,-1001.66
-59.48,13.00,-1001.66
-30.24,12.00,-1001.66
-1.00,12.41,-1001.66
28.24,12.02,-1001.66
57.48,11.79,-1001.66
86.72,11.91,-1001.66
115.96,11.91,-1001.66
145.20,11.92,-1001.66
174.44,12.00,-1001.66
