x,y,z,row,col
-479.34,23.57,-489.31,0,1
-450.09,28.03,-489.52,0,2
-420.85,28.26,-489.74,0,3
-391.60,19.82,-489.95,0,4
-362.35,13.44,-490.16,0,5
-333.11,0.00,-490.38,0,6
-303.86,0.00,-490.59,0,7
-274.61,0.00,-490.80,0,8
-245.37,0.00,-491.01,0,9
-216.12,0.00,-491.23,0,10
-186.87,0.00,-491.44,0,11
-157.63,0.00,-491.65,0,12
-128.38,0.00,-491.87,0,13
-99.13,0.00,-492.08,0,14
-69.89,0.00,-492.29,0,15
-40.64,0.00,-492.51,0,16
-11.39,0.00,-492.72,0,17
17.85,0.00,-492.93,0,18
47.10,0.00,-493.15,0,19
76.35,0.00,-493.36,0,20
105.59,0.00,-493.57,0,21
134.84,0.00,-493.79,0,22
164.09,0.00,-494.00,0,23
193.33,0.00,-494.21,0,24
222.58,0.00,-494.43,0,25
251.83,0.00,-494.64,0,26
281.07,0.00,-494.85,0,27
310.32,0.00,-495.07,0,28
339.57,0.00,-495.28,0,29
368.81,0.00,-495.49,0,30
398.06,0.00,-495.71,0,31
427.31,0.00,-495.92,0,32
456.56,0.00,-496.14,0,33
485.80,0.00,-496.35,0,34
-479.12,19.83,-459.50,1,1
-449.88,25.07,-459.71,1,2
-420.63,26.94,-459.92,1,3
-391.38,22.18,-460.13,1,4
-362.14,19.83,-460.35,1,5
-332.89,11.25,-460.56,1,6
-303.64,0.00,-460.77,1,7
-274.40,0.00,-460.98,1,8
-245.15,0.00,-461.20,1,9
-215.90,0.00,-461.41,1,10
-186.66,0.00,-461.62,1,11
-157.41,0.00,-461.84,1,12
-128.16,0.00,-462.05,1,13
-98.92,0.00,-462.26,1,14
-69.67,0.00,-462.48,1,15
-40.42,0.00,-462.69,1,16
-11.18,0.00,-462.90,1,17
18.07,0.00,-463.12,1,18
47.32,0.00,-463.33,1,19
76.56,0.00,-463.54,1,20
105.81,0.00,-463.76,1,21
135.06,0.00,-463.97,1,22
164.31,0.00,-464.18,1,23
193.55,0.00,-464.40,1,24
222.80,0.00,-464.61,1,25
252.05,0.00,-464.82,1,26
281.29,0.00,-465.04,1,27
310.54,0.00,-465.25,1,28
339.79,0.00,-465.46,1,29
369.03,0.00,-465.68,1,30
398.28,0.00,-465.89,1,31
